,Unnamed: 0,Unnamed: 0.1,imdb_title_id,original_title,year,genre,director,actors,avg_vote,cast_size,comb
3429,5778,6504,tt10011336,lucky grandma,2019,"Comedy, Drama",Sasie Sealy,Tsai Chin Hsiao-Yuan Ha Michael Tow Woody Fu Yan Xi Wai Ching Ho Clem Cheung Eddie Yu Mason Yam Lyman Chen Arden Wolfe Zilong Zee Kristen Hung Emma Hong Wayne Chang,6.5,15,"Sasie Sealy Tsai Chin Hsiao-Yuan Ha Michael Tow Woody Fu Yan Xi Wai Ching Ho Clem Cheung Eddie Yu Mason Yam Lyman Chen Arden Wolfe Zilong Zee Kristen Hung Emma Hong Wayne Chang Comedy, Drama"
3430,5779,6505,tt1001508,he's just not that into you,2009,"Comedy, Drama, Romance",Ken Kwapis,Morgan Lily Trenton Rogers Michelle Carmichael Jasmine Woods Sabrina Revelle Zoe Jarman Alia Rhiana Eckerman Julia Pennington Renee Scott Chihiro Fujii Sachiko Ishida Claudia DiMartino Carmen Gloria Pérez Traycee King Délé Ogundiran,6.4,15,"Ken Kwapis Morgan Lily Trenton Rogers Michelle Carmichael Jasmine Woods Sabrina Revelle Zoe Jarman Alia Rhiana Eckerman Julia Pennington Renee Scott Chihiro Fujii Sachiko Ishida Claudia DiMartino Carmen Gloria Pérez Traycee King Délé Ogundiran Comedy, Drama, Romance"
3431,5780,6506,tt1001526,megamind,2010,"Animation, Action, Comedy",Tom McGrath,Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross Ben Stiller Justin Theroux Jessica Schulte Tom McGrath Emily Nordwind J.K. Simmons Ella Olivia Stiller Quinn Dempsey Stiller Brian Hopkins Christopher Knights,7.2,15,"Tom McGrath Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross Ben Stiller Justin Theroux Jessica Schulte Tom McGrath Emily Nordwind J.K. Simmons Ella Olivia Stiller Quinn Dempsey Stiller Brian Hopkins Christopher Knights Animation, Action, Comedy"
3435,5788,6514,tt1002964,broken angel,2008,Drama,Aclan Bates,Nehir Erdogan Jay Karnes Patrick Muldoon Aysenil Samlioglu Nilüfer Açikalin Fay Masterson Zach Charles Clyde Kusatsu Ajla Hodzic Hayati Akbas Aclan Bates Maree Cheatham Indira G. Wilson Colin Fickes Erik Eidem,6.3,15,Aclan Bates Nehir Erdogan Jay Karnes Patrick Muldoon Aysenil Samlioglu Nilüfer Açikalin Fay Masterson Zach Charles Clyde Kusatsu Ajla Hodzic Hayati Akbas Aclan Bates Maree Cheatham Indira G. Wilson Colin Fickes Erik Eidem Drama
3437,5792,6518,tt1003034,perrier's bounty,2009,"Action, Comedy, Crime",Ian Fitzgibbon,Gabriel Byrne Cillian Murphy Michael McElhatton Don Wycherley Jodie Whittaker Brendan Coyle Conleth Hill Domhnall Gleeson Pat McCabe Ned Dennehy Glenn Speers Jim Broadbent Pádraic Delaney Natalie Britton Liam Cunningham,6.4,15,"Ian Fitzgibbon Gabriel Byrne Cillian Murphy Michael McElhatton Don Wycherley Jodie Whittaker Brendan Coyle Conleth Hill Domhnall Gleeson Pat McCabe Ned Dennehy Glenn Speers Jim Broadbent Pádraic Delaney Natalie Britton Liam Cunningham Action, Comedy, Crime"
3438,5794,6520,tt10045260,the exorcist iii: legion,2016,Horror,William Peter Blatty,George C. Scott Ed Flanders Brad Dourif Scott Wilson Nancy Fish Peggy Alston Ryan Paul Amick Cherie Baron Barbara Baxley James Burgess Grand L. Bush Amelia Campbell Harry Carey Jr. Alexis Chieffet John Coe,7.5,15,William Peter Blatty George C. Scott Ed Flanders Brad Dourif Scott Wilson Nancy Fish Peggy Alston Ryan Paul Amick Cherie Baron Barbara Baxley James Burgess Grand L. Bush Amelia Campbell Harry Carey Jr. Alexis Chieffet John Coe Horror
3439,5798,6524,tt10055770,vellaipookal,2019,"Crime, Drama, Thriller",Vivek Elangovan,Vivek Charlie Pooja Devariya Dev Gajaraj Paige Henderson Lionel Flynn Gabrielle Castronover Leah Marie Carrell Anny Havland Tyler Roy Roberts Cassidy Silva Andrew Scott McIntyre Larnell Baxter Michael Horstman,7.2,15,"Vivek Elangovan Vivek Charlie Pooja Devariya Dev Gajaraj Paige Henderson Lionel Flynn Gabrielle Castronover Leah Marie Carrell Anny Havland Tyler Roy Roberts Cassidy Silva Andrew Scott McIntyre Larnell Baxter Michael Horstman Crime, Drama, Thriller"
3440,5799,6525,tt10059518,unhinged,2020,"Action, Thriller",Derrick Borte,Russell Crowe Caren Pistorius Jimmi Simpson Gabriel Bateman Anne Leighton Austin P. McKenzie Lucy Faust Michael Papajohn Brett Smrz Juliene Joyner Stephen Louis Grush Sylvia Grace Crim Gregory Hobson Devyn A. Tyler Hick Cheramie,6.2,15,"Derrick Borte Russell Crowe Caren Pistorius Jimmi Simpson Gabriel Bateman Anne Leighton Austin P. McKenzie Lucy Faust Michael Papajohn Brett Smrz Juliene Joyner Stephen Louis Grush Sylvia Grace Crim Gregory Hobson Devyn A. Tyler Hick Cheramie Action, Thriller"
3443,5803,6531,tt1007028,zack and miri make a porno,2008,"Comedy, Romance",Kevin Smith,Elizabeth Banks Seth Rogen Craig Robinson Gerry Bednob Edward Janda Nicholas Lombardi Chris Milan Jennifer Schwalbach Smith Kenny Hotz Brandon Routh Anne Wade Justin Long Tom Savini Jeff Anderson Jim Norton,6.5,15,"Kevin Smith Elizabeth Banks Seth Rogen Craig Robinson Gerry Bednob Edward Janda Nicholas Lombardi Chris Milan Jennifer Schwalbach Smith Kenny Hotz Brandon Routh Anne Wade Justin Long Tom Savini Jeff Anderson Jim Norton Comedy, Romance"
3444,5804,6532,tt1007029,the iron lady,2011,"Biography, Drama",Phyllida Lloyd,Meryl Streep Jim Broadbent Susan Brown Alice da Cunha Phoebe Waller-Bridge Iain Glen Alexandra Roach Victoria Bewick Emma Dewhurst Olivia Colman Harry Lloyd Sylvestra Le Touzel Michael Culkin Stephanie Jacob Robert Portal,6.4,15,"Phyllida Lloyd Meryl Streep Jim Broadbent Susan Brown Alice da Cunha Phoebe Waller-Bridge Iain Glen Alexandra Roach Victoria Bewick Emma Dewhurst Olivia Colman Harry Lloyd Sylvestra Le Touzel Michael Culkin Stephanie Jacob Robert Portal Biography, Drama"
3446,5807,6535,tt1008010,the narrows,2008,"Crime, Drama, Thriller",François Velle,Kevin Zegers Vincent D'Onofrio Sophia Bush Eddie Cahill Titus Welliver Monica Keena Roger Rees Tony Cucci Michael Kelly Anthony Fazio Louis Mustillo Esau Pritchett Radu Spinghel Melina Lizette Kate Rogal,6.2,15,"François Velle Kevin Zegers Vincent D'Onofrio Sophia Bush Eddie Cahill Titus Welliver Monica Keena Roger Rees Tony Cucci Michael Kelly Anthony Fazio Louis Mustillo Esau Pritchett Radu Spinghel Melina Lizette Kate Rogal Crime, Drama, Thriller"
3448,5810,6541,tt10086834,the exigency,2019,Sci-Fi,Cody Vibbart,Tom Haney Alexis Danner Warren Halderman Kayla Vibbart Dillon Vibbart H. Keith Todd Matthew Kendrick Alix Spurlock Joel Danner Joshua Guthrie Lucas Danner Si Hawk Andrew Racho Andrew Susay Cody Vibbart,6.5,15,Cody Vibbart Tom Haney Alexis Danner Warren Halderman Kayla Vibbart Dillon Vibbart H. Keith Todd Matthew Kendrick Alix Spurlock Joel Danner Joshua Guthrie Lucas Danner Si Hawk Andrew Racho Andrew Susay Cody Vibbart Sci-Fi
3450,5816,6548,tt1010027,mo,2007,"Comedy, Drama, Family",Brian Scott Lederman,Erik Per Sullivan Margo Martindale Adam LeFevre Brian Scott Lederman Shayna Levine Asher Grodman Mark Keller Ben Levin Marlon Sherman Max Miner Monica J.Y. Lederman Susan Doukas Luke Poirier Jordan Charney Kelly Coffield Park,6.5,15,"Brian Scott Lederman Erik Per Sullivan Margo Martindale Adam LeFevre Brian Scott Lederman Shayna Levine Asher Grodman Mark Keller Ben Levin Marlon Sherman Max Miner Monica J.Y. Lederman Susan Doukas Luke Poirier Jordan Charney Kelly Coffield Park Comedy, Drama, Family"
3451,5817,6549,tt1010048,slumdog millionaire,2008,"Drama, Romance","Danny Boyle, Loveleen Tandan",Dev Patel Saurabh Shukla Anil Kapoor Raj Zutshi Jeneva Talwar Freida Pinto Irrfan Khan Azharuddin Mohammed Ismail Ayush Mahesh Khedekar Jira Banjara Sheikh Wali Mahesh Manjrekar Sanchita Choudhary Himanshu Tyagi Sharib Hashmi,8.0,15,"Danny Boyle, Loveleen Tandan Dev Patel Saurabh Shukla Anil Kapoor Raj Zutshi Jeneva Talwar Freida Pinto Irrfan Khan Azharuddin Mohammed Ismail Ayush Mahesh Khedekar Jira Banjara Sheikh Wali Mahesh Manjrekar Sanchita Choudhary Himanshu Tyagi Sharib Hashmi Drama, Romance"
3452,5819,6552,tt1010271,the poughkeepsie tapes,2007,"Horror, Mystery, Sci-Fi",John Erick Dowdle,Stacy Chbosky Ben Messmer Samantha Robson Ivar Brogger Lou George Amy Lyndon Michael Lawson Ron Harper Kim Kenny Iris Bahr Scott Beehner Kelli Bielema Linda Bisesti Lisa Black Marissa Blanchard,6.1,15,"John Erick Dowdle Stacy Chbosky Ben Messmer Samantha Robson Ivar Brogger Lou George Amy Lyndon Michael Lawson Ron Harper Kim Kenny Iris Bahr Scott Beehner Kelli Bielema Linda Bisesti Lisa Black Marissa Blanchard Horror, Mystery, Sci-Fi"
3454,5822,6555,tt10126136,tribal get out alive,2020,"Action, Horror, Thriller",Matt Routledge,Zara Phythian Ross O'Hennessy Rachel Warren Thomas Dodd Valerie Thomas Grayson James Matthews Charlene Aldridge Kenan Ali Yahya Baggash Kirsty Bartle Steve Bates Kelsey Baxtor Kerry Beard Crystal Maria Bhatti Lewis Blackburn,6.9,15,"Matt Routledge Zara Phythian Ross O'Hennessy Rachel Warren Thomas Dodd Valerie Thomas Grayson James Matthews Charlene Aldridge Kenan Ali Yahya Baggash Kirsty Bartle Steve Bates Kelsey Baxtor Kerry Beard Crystal Maria Bhatti Lewis Blackburn Action, Horror, Thriller"
3455,5823,6557,tt1012729,helen,2009,Drama,Sandra Nettelbeck,Ashley Judd Goran Visnjic Lauren Lee Smith Alexia Fast Alberta Watson Leah Cairns David Hewlett David Nykl Chelah Horsdal Ali Liebert Conrad Coates Alex Stevens Rob Heschl Robin Nielsen Adrian Hough,6.3,15,Sandra Nettelbeck Ashley Judd Goran Visnjic Lauren Lee Smith Alexia Fast Alberta Watson Leah Cairns David Hewlett David Nykl Chelah Horsdal Ali Liebert Conrad Coates Alex Stevens Rob Heschl Robin Nielsen Adrian Hough Drama
3456,5824,6559,tt1012804,redbelt,2008,"Drama, Sport",David Mamet,Max Martini Matt Cable Chiwetel Ejiofor Alice Braga Jose Pablo Cantillo Emily Mortimer Cathy Cahlin Ryan Luciana Souza Cyril Takayama Scott Barry Ricky Jay Randy Couture John Machado Rodrigo Santoro Ricardo Wilke,6.7,15,"David Mamet Max Martini Matt Cable Chiwetel Ejiofor Alice Braga Jose Pablo Cantillo Emily Mortimer Cathy Cahlin Ryan Luciana Souza Cyril Takayama Scott Barry Ricky Jay Randy Couture John Machado Rodrigo Santoro Ricardo Wilke Drama, Sport"
3457,5826,6562,tt1013743,knight and day,2010,"Action, Adventure, Comedy",James Mangold,Tom Cruise Cameron Diaz Peter Sarsgaard Jordi Mollà Viola Davis Paul Dano Falk Hentschel Marc Blucas Lennie Loftin Maggie Grace Rich Manley Dale Dye Celia Weston Gal Gadot Jack O'Connell,6.3,15,"James Mangold Tom Cruise Cameron Diaz Peter Sarsgaard Jordi Mollà Viola Davis Paul Dano Falk Hentschel Marc Blucas Lennie Loftin Maggie Grace Rich Manley Dale Dye Celia Weston Gal Gadot Jack O'Connell Action, Adventure, Comedy"
3458,5827,6563,tt1013752,fast & furious,2009,"Action, Thriller",Justin Lin,Vin Diesel Paul Walker Jordana Brewster Michelle Rodriguez John Ortiz Laz Alonso Gal Gadot Jack Conley Shea Whigham Liza Lapira Sung Kang Tego Calderon Don Omar Mirtha Michelle Greg Cipes,6.6,15,"Justin Lin Vin Diesel Paul Walker Jordana Brewster Michelle Rodriguez John Ortiz Laz Alonso Gal Gadot Jack Conley Shea Whigham Liza Lapira Sung Kang Tego Calderon Don Omar Mirtha Michelle Greg Cipes Action, Thriller"
3459,5828,6564,tt1013753,milk,2008,"Biography, Drama",Gus Van Sant,Sean Penn Emile Hirsch Josh Brolin Diego Luna James Franco Alison Pill Victor Garber Denis O'Hare Joseph Cross Stephen Spinella Lucas Grabeel Brandon Boyce Howard Rosenman Kelvin Yu Jeff Koons,7.5,15,"Gus Van Sant Sean Penn Emile Hirsch Josh Brolin Diego Luna James Franco Alison Pill Victor Garber Denis O'Hare Joseph Cross Stephen Spinella Lucas Grabeel Brandon Boyce Howard Rosenman Kelvin Yu Jeff Koons Biography, Drama"
3460,5830,6566,tt10140002,42nd street: the musical,2019,Musical,"Mark Bramble, Ross MacGibbon",Bonnie Langford Tom Lister Clare Halse Philip Bertioli Jasna Ivir Christopher Howell Matthew Goodgame Graeme Henderson Bruce Montague Mark McKerracher Emma Caffrey Ella Martine Clare Rickard Sara Bispham Paul Knight,8.0,15,"Mark Bramble, Ross MacGibbon Bonnie Langford Tom Lister Clare Halse Philip Bertioli Jasna Ivir Christopher Howell Matthew Goodgame Graeme Henderson Bruce Montague Mark McKerracher Emma Caffrey Ella Martine Clare Rickard Sara Bispham Paul Knight Musical"
3461,5831,6567,tt1014759,alice in wonderland,2010,"Adventure, Family, Fantasy",Tim Burton,Johnny Depp Mia Wasikowska Helena Bonham Carter Anne Hathaway Crispin Glover Matt Lucas Michael Sheen Stephen Fry Alan Rickman Barbara Windsor Paul Whitehouse Timothy Spall Marton Csokas Tim Pigott-Smith John Surman,6.4,15,"Tim Burton Johnny Depp Mia Wasikowska Helena Bonham Carter Anne Hathaway Crispin Glover Matt Lucas Michael Sheen Stephen Fry Alan Rickman Barbara Windsor Paul Whitehouse Timothy Spall Marton Csokas Tim Pigott-Smith John Surman Adventure, Family, Fantasy"
3462,5832,6568,tt1014763,child 44,2015,"Crime, Drama, History",Daniel Espinosa,Xavier Atkins Mark Lewis Jones Tom Hardy Joel Kinnaman Fares Fares Karel Dobrý Noomi Rapace Agnieszka Grochowska Petr Vanek Jana Stryková Jason Clarke Ursina Lardi Michael Nardone Jemma O'Brien Lottie Steer,6.5,15,"Daniel Espinosa Xavier Atkins Mark Lewis Jones Tom Hardy Joel Kinnaman Fares Fares Karel Dobrý Noomi Rapace Agnieszka Grochowska Petr Vanek Jana Stryková Jason Clarke Ursina Lardi Michael Nardone Jemma O'Brien Lottie Steer Crime, Drama, History"
3463,5833,6569,tt1014766,the least of these,2008,"Drama, Mystery, Thriller",Nathan Scoggins,Isaiah Washington Robert Loggia Jordan Garrett Andrew Lawrence Bob Gunton John Billingsley John Bain Charlie Stewart Dean Collins Creagen Dow Kirk B.R. Woller Traber Burns Anne Marie Howard Lance Guest Daniel Samonas,6.1,15,"Nathan Scoggins Isaiah Washington Robert Loggia Jordan Garrett Andrew Lawrence Bob Gunton John Billingsley John Bain Charlie Stewart Dean Collins Creagen Dow Kirk B.R. Woller Traber Burns Anne Marie Howard Lance Guest Daniel Samonas Drama, Mystery, Thriller"
3464,5836,6572,tt1014806,the poker house,2008,Drama,Lori Petty,Jennifer Lawrence Javon Johnson Sophi Bairley Bokeem Woodbine Chloë Grace Moretz Casey Tutton Matthew Gerdisch Robert Gerdisch Lucas Ellman Kymberly Mellen Andrew Rothenberg Danielle Campbell Selma Blair Jayce Ryan Kirsten Mose,6.4,15,Lori Petty Jennifer Lawrence Javon Johnson Sophi Bairley Bokeem Woodbine Chloë Grace Moretz Casey Tutton Matthew Gerdisch Robert Gerdisch Lucas Ellman Kymberly Mellen Andrew Rothenberg Danielle Campbell Selma Blair Jayce Ryan Kirsten Mose Drama
3466,5840,6577,tt1015456,adopt a sailor,2008,Drama,Charles Evered,Bebe Neuwirth Peter Coyote Ethan Peck Wendy Rolfe Evered Scot Cregan Christopher Scholl Lezly Clayton Jenel Fontes Curt Clarke Jeremy Siegrist Andrew McCord Renae Madore Griffin Wade Margaret Evered John Evered,7.1,15,Charles Evered Bebe Neuwirth Peter Coyote Ethan Peck Wendy Rolfe Evered Scot Cregan Christopher Scholl Lezly Clayton Jenel Fontes Curt Clarke Jeremy Siegrist Andrew McCord Renae Madore Griffin Wade Margaret Evered John Evered Drama
3467,5842,6579,tt1015468,the reflecting pool,2008,Drama,Jarek Kupsc,Jarek Kupsc Joseph Culp Lisa Black Alex Hyde-White Dominick LaRae Bennett Dunn Boris Mackovic Jason Culp Eric De Gama Peter Coca Jennipher Foster Melanie Mitchell Philippe Denham Thomas Wagner Doug Knott,6.4,15,Jarek Kupsc Jarek Kupsc Joseph Culp Lisa Black Alex Hyde-White Dominick LaRae Bennett Dunn Boris Mackovic Jason Culp Eric De Gama Peter Coca Jennipher Foster Melanie Mitchell Philippe Denham Thomas Wagner Doug Knott Drama
3468,5843,6580,tt1015471,the sisterhood of night,2014,"Drama, Mystery, Thriller",Caryn Waechter,Georgie Henley Kara Hayward Willa Cuthrell Olivia DeJonge Kal Penn Laura Fraser Gary Wilmes Neal Huff Hudson Yang Louis Ozawa Morgan Turner Juliana Sass Evan Kuzma Orlagh Cassidy Deema Aitken,6.2,15,"Caryn Waechter Georgie Henley Kara Hayward Willa Cuthrell Olivia DeJonge Kal Penn Laura Fraser Gary Wilmes Neal Huff Hudson Yang Louis Ozawa Morgan Turner Juliana Sass Evan Kuzma Orlagh Cassidy Deema Aitken Drama, Mystery, Thriller"
3470,5848,6586,tt10160742,nt live: cyrano de bergerac,2019,"Drama, Romance",Jamie Lloyd,James McAvoy Anita-Joy Uwajeh Eben Figueiredo Michele Austin Adam Best Nari Blair-Mangat Philip Cairns Adrian Der Gregorian Tom Edden Chris Fung Carla Harrison-Hodge Mika Onyx Johnson Seun Shote Kiruna Stamell Nima Taleghani,8.8,15,"Jamie Lloyd James McAvoy Anita-Joy Uwajeh Eben Figueiredo Michele Austin Adam Best Nari Blair-Mangat Philip Cairns Adrian Der Gregorian Tom Edden Chris Fung Carla Harrison-Hodge Mika Onyx Johnson Seun Shote Kiruna Stamell Nima Taleghani Drama, Romance"
3472,5852,6591,tt1017430,days of wrath,2008,Drama,Celia Fox,Jeffrey Dean Morgan Amber Valletta Wilmer Valderrama Laurence Fishburne Brandon T. Jackson Ana Claudia Talancón Taye Diggs Lupe Ontiveros Rick Ross David Banner Josue Aguirre Patrizia Barretto Derrick Beck Steel Chambers Ricardo Chavira,6.8,15,Celia Fox Jeffrey Dean Morgan Amber Valletta Wilmer Valderrama Laurence Fishburne Brandon T. Jackson Ana Claudia Talancón Taye Diggs Lupe Ontiveros Rick Ross David Banner Josue Aguirre Patrizia Barretto Derrick Beck Steel Chambers Ricardo Chavira Drama
3473,5853,6593,tt1017451,the runaways,2010,"Biography, Drama, Music",Floria Sigismondi,Kristen Stewart Dakota Fanning Michael Shannon Stella Maeve Scout Taylor-Compton Alia Shawkat Riley Keough Johnny Lewis Tatum O'Neal Brett Cullen Hannah Marks Jill Andre Ray Porter Kiaya Snow Allie Grant,6.5,15,"Floria Sigismondi Kristen Stewart Dakota Fanning Michael Shannon Stella Maeve Scout Taylor-Compton Alia Shawkat Riley Keough Johnny Lewis Tatum O'Neal Brett Cullen Hannah Marks Jill Andre Ray Porter Kiaya Snow Allie Grant Biography, Drama, Music"
3474,5855,6597,tt1018765,our brand is crisis,2015,"Comedy, Drama",David Gordon Green,Sandra Bullock Billy Bob Thornton Anthony Mackie Joaquim de Almeida Ann Dowd Scoot McNairy Zoe Kazan Dominic Flores Reynaldo Pacheco Louis Arcella Octavio Gómez Berríos Luis Chávez Azucena Diaz Damian Delgado Nina Leon,6.1,15,"David Gordon Green Sandra Bullock Billy Bob Thornton Anthony Mackie Joaquim de Almeida Ann Dowd Scoot McNairy Zoe Kazan Dominic Flores Reynaldo Pacheco Louis Arcella Octavio Gómez Berríos Luis Chávez Azucena Diaz Damian Delgado Nina Leon Comedy, Drama"
3475,5856,6599,tt1018785,the sisterhood of the traveling pants 2,2008,"Comedy, Drama, Romance",Sanaa Hamri,Amber Tamblyn Alexis Bledel America Ferrera Blake Lively Rachel Nichols Tom Wisdom Rachel Ticotin Leonardo Nam Michael Rady Shohreh Aghdashloo Blythe Danner Jesse Williams Lucy Hale Maria Konstadarou Ernie Lively,6.2,15,"Sanaa Hamri Amber Tamblyn Alexis Bledel America Ferrera Blake Lively Rachel Nichols Tom Wisdom Rachel Ticotin Leonardo Nam Michael Rady Shohreh Aghdashloo Blythe Danner Jesse Williams Lucy Hale Maria Konstadarou Ernie Lively Comedy, Drama, Romance"
3476,5857,6600,tt1018818,assassination of a high school president,2008,"Comedy, Crime, Mystery",Brett Simon,Mischa Barton Reece Thompson Bruce Willis Michael Rapaport Kathryn Morris Melonie Diaz Josh Pais Luke Grimes Patrick Taylor Aaron Himelstein Joe Perrino John Magaro Robin Lord Taylor Vincent Piazza Zoë Kravitz,6.2,15,"Brett Simon Mischa Barton Reece Thompson Bruce Willis Michael Rapaport Kathryn Morris Melonie Diaz Josh Pais Luke Grimes Patrick Taylor Aaron Himelstein Joe Perrino John Magaro Robin Lord Taylor Vincent Piazza Zoë Kravitz Comedy, Crime, Mystery"
3477,5858,6601,tt1018830,yonkers joe,2008,"Comedy, Crime, Thriller",Robert Celestino,Chazz Palminteri Michael Lerner Nate Bynum Frank John Hughes Christine Lahti Patrick Hughes Lauri Johnson Roma Maffia Tom Guiry Michael Rispoli Linus Roache John 'Fastjack' Farrell Michael A. Rizza Anthony Tarantola Rusty Meyers,6.4,15,"Robert Celestino Chazz Palminteri Michael Lerner Nate Bynum Frank John Hughes Christine Lahti Patrick Hughes Lauri Johnson Roma Maffia Tom Guiry Michael Rispoli Linus Roache John 'Fastjack' Farrell Michael A. Rizza Anthony Tarantola Rusty Meyers Comedy, Crime, Thriller"
3478,5859,6602,tt1019452,a serious man,2009,"Comedy, Drama","Ethan Coen, Joel Coen",Michael Stuhlbarg Richard Kind Fred Melamed Sari Lennick Aaron Wolff Jessica McManus Peter Breitmayer Brent Braunschweig David Kang Benjamin Portnoe Jack Swiler Andrew S. Lentz Jon Kaminski Jr. Ari Hoptman Alan Mandell,7.0,15,"Ethan Coen, Joel Coen Michael Stuhlbarg Richard Kind Fred Melamed Sari Lennick Aaron Wolff Jessica McManus Peter Breitmayer Brent Braunschweig David Kang Benjamin Portnoe Jack Swiler Andrew S. Lentz Jon Kaminski Jr. Ari Hoptman Alan Mandell Comedy, Drama"
